nombre_japones,nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,pasos_base_para_eclosion,felicidad_base,total_base,Probabilidad_de_captura,clasificacion,defensa,crecimiento_experiencia,altura_(m),Puntos_de_salud,%_macho,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_(kg),generacion,es_legendario
Peroppafuペロッパフ,Swirlix,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,50.0,684,59,57,49,Fairy,Ninguno,3.5,6,0
Peroreamペロリーム,Slurpuff,"Sweet Veil, Unburden",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,50.0,685,85,75,72,Fairy,Ninguno,5.0,6,0
Maaiikaマーイーカ,Inkay,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,50.0,686,37,46,45,Dark,Psychic,3.5,6,0
Calamaneroカラマネロ,Malamar,"Contrary, Suction Cups, Infiltrator",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92,5120,70,482,80,Overturning Pokémon,88,1000000,1.5,86,50.0,687,68,75,73,Dark,Psychic,47.0,6,0
Kameteteカメテテ,Binacle,"Tough Claws, Sniper, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52,5120,70,306,120,Two-Handed Pokémon,67,1000000,0.5,42,50.0,688,39,56,50,Rock,Water,31.0,6,0
Gamenodesガメノデス,Barbaracle,"Tough Claws, Sniper, Pickpocket",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,50.0,689,54,86,68,Rock,Water,96.0,6,0
Kuzumoクズモー,Skrelp,"Poison Point, Poison Touch, Adaptability",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60,5120,70,320,225,Mock Kelp Pokémon,60,1000000,0.5,50,50.0,690,60,60,30,Poison,Water,7.3,6,0
Dramidoroドラミドロ,Dragalge,"Poison Point, Poison Touch, Adaptability",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,1.8,65,50.0,691,97,123,44,Poison,Dragon,81.5,6,0
Udeppouウデッポウ,Clauncher,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,3840,70,330,225,Water Gun Pokémon,62,1250000,0.5,50,50.0,692,58,63,44,Water,Ninguno,8.3,6,0
Blosterブロスター,Clawitzer,Mega Launcher,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,73,3840,70,500,55,Howitzer Pokémon,88,1250000,1.3,71,50.0,693,120,89,59,Water,Ninguno,35.3,6,0
Erikiteruエリキテル,Helioptile,"Dry Skin, Sand Veil, Solar Power",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,38,5120,70,289,190,Generator Pokémon,33,1000000,0.5,44,50.0,694,61,43,70,Electric,Normal,6.0,6,0
Elezardエレザード,Heliolisk,"Dry Skin, Sand Veil, Solar Power",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,481,75,Generator Pokémon,52,1000000,1.0,62,50.0,695,109,94,109,Electric,Normal,21.0,6,0
Chigorasチゴラス,Tyrunt,"Strong Jaw, Sturdy",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,89,7680,70,362,45,Royal Heir Pokémon,77,1000000,0.8,58,88.1,696,45,45,48,Rock,Dragon,26.0,6,0
Gachigorasガチゴラス,Tyrantrum,"Strong Jaw, Rock Head",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121,7680,70,521,45,Despot Pokémon,119,1000000,2.5,82,88.1,697,69,59,71,Rock,Dragon,270.0,6,0
Amarusアマルス,Amaura,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,59,7680,70,362,45,Tundra Pokémon,50,1000000,1.3,77,88.1,698,67,63,46,Rock,Ice,25.2,6,0
Amarurugaアマルルガ,Aurorus,"Refrigerate, Snow Warning",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,77,7680,70,521,45,Tundra Pokémon,72,1000000,2.7,123,88.1,699,99,92,58,Rock,Ice,225.0,6,0
Nymphiaニンフィア,Sylveon,"Cute Charm, Pixilate",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,8960,70,525,45,Intertwining Pokémon,65,1000000,1.0,95,88.1,700,110,130,60,Fairy,Ninguno,23.5,6,0
Luchabullルチャブル,Hawlucha,"Limber, Unburden, Mold Breaker",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92,5120,70,500,100,Wrestling Pokémon,75,1000000,0.8,78,50.0,701,74,63,118,Fighting,Flying,21.5,6,0
Dedenneデデンネ,Dedenne,"Cheek Pouch, Pickup, Plus",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58,5120,70,431,180,Antenna Pokémon,57,1000000,0.2,67,50.0,702,81,67,101,Electric,Fairy,2.2,6,0
Melecieメレシー,Carbink,"Clear Body, Sturdy",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50,6400,70,500,60,Jewel Pokémon,150,1250000,0.3,50,-1.0,703,50,150,50,Rock,Fairy,5.7,6,0
Numeraヌメラ,Goomy,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,0.3,45,50.0,704,55,75,40,Dragon,Ninguno,2.8,6,0
Numeilヌメイル,Sliggoo,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,452,45,Soft Tissue Pokémon,53,1250000,0.8,68,50.0,705,83,113,60,Dragon,Ninguno,17.5,6,0
Numelgonヌメルゴン,Goodra,"Sap Sipper, Hydration, Gooey",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,100,10240,35,600,45,Dragon Pokémon,70,1250000,2.0,90,50.0,706,110,150,80,Dragon,Ninguno,150.5,6,0
Cleffyクレッフィ,Klefki,"Prankster, Magician",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,80,5120,70,470,75,Key Ring Pokémon,91,800000,0.2,57,50.0,707,80,87,75,Steel,Fairy,3.0,6,0
Bokureiボクレー,Phantump,"Natural Cure, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,70,5120,70,309,120,Stump Pokémon,48,1000000,0.4,43,50.0,708,50,60,38,Ghost,Grass,7.0,6,0
Ohrotオーロット,Trevenant,"Natural Cure, Frisk, Harvest",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,110,5120,70,474,60,Elder Tree Pokémon,76,1000000,1.5,85,50.0,709,65,82,56,Ghost,Grass,71.0,6,0
Bakecchaバケッチャ,Pumpkaboo,"Pickup, Frisk, Insomnia",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,66,5120,70,335,120,Pumpkin Pokémon,70,1000000,0.8,59,50.0,710,44,55,41,Ghost,Grass,15.0,6,0
Pumpjinパンプジン,Gourgeist,"Pickup, Frisk, Insomnia",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,100,5120,70,494,60,Pumpkin Pokémon,122,1000000,1.7,85,50.0,711,58,75,54,Ghost,Grass,39.0,6,0
Kachikohruカチコール,Bergmite,"Own Tempo, Ice Body, Sturdy",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,69,5120,70,304,190,Ice Chunk Pokémon,85,1000000,1.0,55,50.0,712,32,35,28,Ice,Ninguno,99.5,6,0
Crebaseクレベース,Avalugg,"Own Tempo, Ice Body, Sturdy",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,117,5120,70,514,55,Iceberg Pokémon,184,1000000,2.0,95,50.0,713,44,46,28,Ice,Ninguno,505.0,6,0
Onbatオンバット,Noibat,"Frisk, Infiltrator, Telepathy",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,30,5120,70,245,190,Sound Wave Pokémon,35,1000000,0.5,40,50.0,714,45,40,55,Flying,Dragon,8.0,6,0
Onvernオンバーン,Noivern,"Frisk, Infiltrator, Telepathy",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,535,45,Sound Wave Pokémon,80,1000000,1.5,85,50.0,715,97,80,123,Flying,Dragon,85.0,6,0
Xerneasゼルネアス,Xerneas,Fairy Aura,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,131,30720,0,680,45,Life Pokémon,95,1250000,3.0,126,-1.0,716,131,98,99,Fairy,Ninguno,215.0,6,1
Yveltalイベルタル,Yveltal,Dark Aura,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,131,30720,0,680,45,Destruction Pokémon,95,1250000,5.8,126,-1.0,717,131,98,99,Dark,Flying,203.0,6,1
Zygarde (10% Forme)ジガルデ,Zygarde,"Aura Break, Power Construct",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,30720,0,708,3,Order Pokémon,121,1250000,5.0,216,-1.0,718,91,95,85,Dragon,Ground,284.6,6,1
Diancieディアンシー,Diancie,Clear Body,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,160,6400,70,700,3,Jewel Pokémon,110,1250000,0.7,50,-1.0,719,160,110,110,Rock,Fairy,8.8,6,1
Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,Magician,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,160,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,1.0,80,-1.0,720,170,130,80,Psychic,Ghost,27.3,6,1
Volcanionボルケニオン,Volcanion,Water Absorb,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,110,30720,100,600,3,Steam Pokémon,120,1250000,1.7,80,-1.0,721,130,90,70,Fire,Water,195.0,6,1
Mokurohモクロー,Rowlet,"Overgrow, Long Reach",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,3840,70,320,45,Grass Quill Pokémon,55,1059860,0.3,68,88.1,722,50,50,42,Grass,Flying,1.5,7,0
Fukuthrowフクスロー,Dartrix,"Overgrow, Long Reach",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,75,3840,70,420,45,Blade Quill Pokémon,75,1059860,0.7,78,88.1,723,70,70,52,Grass,Flying,16.0,7,0
Junaiperジュナイパー,Decidueye,"Overgrow, Long Reach",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,107,3840,70,530,45,Arrow Quill Pokémon,75,1059860,1.6,78,88.1,724,100,100,70,Grass,Ghost,36.6,7,0
Nyabbyニャビー,Litten,"Blaze, Intimidate",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,65,3840,70,320,45,Fire Cat Pokémon,40,1059860,0.4,45,88.1,725,60,40,70,Fire,Ninguno,4.3,7,0
Nyaheatニャヒート,Torracat,"Blaze, Intimidate",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,3840,70,420,45,Fire Cat Pokémon,50,1059860,0.7,65,88.1,726,80,50,90,Fire,Ninguno,25.0,7,0
Gaogaenガオガエン,Incineroar,"Blaze, Intimidate",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,115,3840,70,530,45,Heel Pokémon,90,1059860,1.8,95,88.1,727,80,90,60,Fire,Dark,83.0,7,0
Ashimariアシマリ,Popplio,"Torrent, Liquid Voice",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,54,3840,70,320,45,Sea Lion Pokémon,54,1059860,0.4,50,88.1,728,66,56,40,Water,Ninguno,7.5,7,0
Osyamariオシャマリ,Brionne,"Torrent, Liquid Voice",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,3840,70,420,45,Pop Star Pokémon,69,1059860,0.6,60,88.1,729,91,81,50,Water,Ninguno,17.5,7,0
Ashireneアシレーヌ,Primarina,"Torrent, Liquid Voice",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,74,3840,70,530,45,Soloist Pokémon,74,1059860,1.8,80,88.1,730,126,116,60,Water,Fairy,44.0,7,0
Tsutsukeraツツケラ,Pikipek,"Keen Eye, Skill Link, Pickup",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,265,255,Woodpecker Pokémon,30,1000000,0.3,35,50.0,731,30,30,65,Normal,Flying,1.2,7,0
Kerarappaケララッパ,Trumbeak,"Keen Eye, Skill Link, Pickup",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,355,120,Bugle Beak Pokémon,50,1000000,0.6,55,50.0,732,40,50,75,Normal,Flying,14.8,7,0
Dodekabashiドデカバシ,Toucannon,"Keen Eye, Skill Link, Sheer Force",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,3840,70,485,45,Cannon Pokémon,75,1000000,1.1,80,50.0,733,75,75,60,Normal,Flying,26.0,7,0
Youngooseヤングース,Yungoos,"Stakeout, Strong Jaw, Adaptability",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,253,255,Loitering Pokémon,30,1000000,0.4,48,50.0,734,30,30,45,Normal,Ninguno,6.0,7,0
Dekagooseデカグース,Gumshoos,"Stakeout, Strong Jaw, Adaptability",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,418,127,Stakeout Pokémon,60,1000000,0.7,88,50.0,735,55,60,45,Normal,Ninguno,14.2,7,0
Agojimushiアゴジムシ,Grubbin,Swarm,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,62,3840,70,300,255,Larva Pokémon,45,1000000,0.4,47,50.0,736,55,45,46,Bug,Ninguno,4.4,7,0
Dendimushiデンヂムシ,Charjabug,Battery,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,82,3840,70,400,120,Battery Pokémon,95,1000000,0.5,57,50.0,737,55,75,36,Bug,Electric,10.5,7,0
Kuwagannonクワガノン,Vikavolt,Levitate,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,1.5,77,50.0,738,145,75,43,Bug,Electric,45.0,7,0
Makenkaniマケンカニ,Crabrawler,"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,5120,70,338,225,Boxing Pokémon,57,1000000,0.6,47,50.0,739,42,47,63,Fighting,Ninguno,7.0,7,0
Kekenkaniケケンカニ,Crabominable,"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,132,5120,70,478,60,Woolly Crab Pokémon,77,1000000,1.7,97,50.0,740,62,67,43,Fighting,Ice,180.0,7,0
Odoridori (pachipachi Style)オドリドリ,Oricorio,Dancer,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,70,5120,70,476,45,Dancing Pokémon,70,1000000,0.6,75,24.6,741,98,70,93,Fire,Flying,3.4,7,0
Abulyアブリー,Cutiefly,"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,45,5120,70,304,190,Bee Fly Pokémon,40,1000000,0.1,40,50.0,742,55,40,84,Bug,Fairy,0.2,7,0
Aburibbonアブリボン,Ribombee,"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55,5120,70,464,75,Bee Fly Pokémon,60,1000000,0.2,60,50.0,743,95,70,124,Bug,Fairy,0.5,7,0
Iwankoイワンコ,Rockruff,"Keen Eye, Vital Spirit, Steadfast",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,65,3840,70,280,190,Puppy Pokémon,40,1000000,0.5,45,50.0,744,30,40,60,Rock,Ninguno,9.2,7,0
Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,"Keen Eye, Sand Rush, Steadfast, Keen Eye, Vital Spirit, No Guard",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115,3840,70,487,90,Wolf Pokémon,75,1000000,1.0,85,50.0,745,55,75,82,Rock,Ninguno,27.3,7,0
Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,Schooling,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140,3840,70,620,60,Small Fry Pokémon,130,800000,0.2,45,50.0,746,140,135,30,Water,Ninguno,0.3,7,0
Hidoideヒドイデ,Mareanie,"Merciless, Limber, Regenerator",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,53,5120,70,305,190,Brutal Star Pokémon,62,1000000,0.4,50,50.0,747,43,52,45,Poison,Water,8.0,7,0
Dohidoideドヒドイデ,Toxapex,"Merciless, Limber, Regenerator",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63,5120,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,50.0,748,53,142,35,Poison,Water,14.5,7,0
Dorobankoドロバンコ,Mudbray,"Own Tempo, Stamina, Inner Focus",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,385,190,Donkey Pokémon,70,1000000,1.0,70,50.0,749,45,55,45,Ground,Ninguno,110.0,7,0
Banbadoroバンバドロ,Mudsdale,"Own Tempo, Stamina, Inner Focus",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,50.0,750,55,85,35,Ground,Ninguno,920.0,7,0
Shizukumoシズクモ,Dewpider,"Water Bubble, Water Absorb",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,40,3840,70,269,200,Water Bubble Pokémon,52,1000000,0.3,38,50.0,751,40,72,27,Water,Bug,4.0,7,0
Onishizukumoオニシズクモ,Araquanid,"Water Bubble, Water Absorb",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70,3840,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,50.0,752,50,132,42,Water,Bug,82.0,7,0
Karikiriカリキリ,Fomantis,"Leaf Guard, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,250,190,Sickle Grass Pokémon,35,1000000,0.3,40,50.0,753,50,35,35,Grass,Ninguno,1.5,7,0
Lalantesラランテス,Lurantis,"Leaf Guard, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,50.0,754,80,90,45,Grass,Ninguno,18.5,7,0
Nemasyuネマシュ,Morelull,"Illuminate, Effect Spore, Rain Dish",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,35,5120,70,285,190,Illuminating Pokémon,55,1000000,0.2,40,50.0,755,65,75,15,Grass,Fairy,1.5,7,0
Mashadeマシェード,Shiinotic,"Illuminate, Effect Spore, Rain Dish",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45,5120,70,405,75,Illuminating Pokémon,80,1000000,1.0,60,50.0,756,90,100,30,Grass,Fairy,11.5,7,0
Yatoumoriヤトウモリ,Salandit,"Corrosion, Oblivious",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,44,5120,70,320,120,Toxic Lizard Pokémon,40,1000000,0.6,48,88.1,757,71,40,77,Poison,Fire,4.8,7,0
Ennewtエンニュート,Salazzle,"Corrosion, Oblivious",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,0.0,758,111,60,117,Poison,Fire,22.2,7,0
Nuikogumaヌイコグマ,Stufful,"Fluffy, Klutz, Cute Charm",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,75,3840,70,340,140,Flailing Pokémon,50,1000000,0.5,70,50.0,759,45,50,50,Normal,Fighting,6.8,7,0
Kiterugumaキテルグマ,Bewear,"Fluffy, Klutz, Unnerve",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,3840,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,50.0,760,55,60,60,Normal,Fighting,135.0,7,0
Amakajiアマカジ,Bounsweet,"Leaf Guard, Oblivious, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,210,235,Fruit Pokémon,38,1059860,0.3,42,0.0,761,30,38,32,Grass,Ninguno,3.2,7,0
Amamaikoアママイコ,Steenee,"Leaf Guard, Oblivious, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,5120,70,290,120,Fruit Pokémon,48,1059860,0.7,52,0.0,762,40,48,62,Grass,Ninguno,8.2,7,0
Amajoアマージョ,Tsareena,"Leaf Guard, Queenly Majesty, Sweet Veil",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120,5120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,0.0,763,50,98,72,Grass,Ninguno,21.4,7,0
